pg_id,title,author,born,died,locc,subjects,curated_shelves,bytes,words_est
7849,The Trial,"Kafka, Franz, 1883-1924",1883,1924,PT,Allegories; Trials -- Fiction,Best Books Ever Listings; Horror,476819,80816
14579,Simon Called Peter,"Keable, Robert, 1887-1927",1887,1927,PR,"World War, 1914-1918 -- Fiction","Bestsellers, American, 1895-1923",642932,108971
14581,The Just and the Unjust,"Kester, Vaughan, 1869-1911",1869,1911,PS,Fiction,"Bestsellers, American, 1895-1923",514619,87223
5129,The Prodigal Judge,"Kester, Vaughan, 1869-1911",1869,1911,PS,North Carolina -- History -- Fiction,"Bestsellers, American, 1895-1923",699101,118491
14393,The Inner Shrine,"King, Basil, 1859-1928",1859,1928,PS,Widows -- Fiction,"Bestsellers, American, 1895-1923",465897,78965
14394,The Street Called Straight,"King, Basil, 1859-1928",1859,1928,PS,Canadian fiction,"Bestsellers, American, 1895-1923",609306,103272
2226,Kim,"Kipling, Rudyard, 1865-1936",1865,1936,PR,Orphans -- Fiction; India -- Fiction; Boys -- Fiction; Adventure stories; Spy stories; Lamas -- Fiction; Irish -- India -- Fiction,Scouts; Children's Literature; Adventure; Movie Books; Nobel Prizes in Literature,626851,106245
557,Puck of Pook's Hill,"Kipling, Rudyard, 1865-1936",1865,1936,PR; PZ,Fantasy fiction; Space and time -- Fiction; Great Britain -- History -- Fiction,Scouts; Children's Literature; Nobel Prizes in Literature,342741,58091
15837,Jerusalem,"Lagerlöf, Selma, 1858-1940",1858,1940,PT,Swedish fiction -- Translations into English,Nobel Prizes in Literature,460194,77998
76681,Liliecrona's home,"Lagerlöf, Selma, 1858-1940",1858,1940,PT,Young women -- Fiction; Love stories; Domestic fiction; Household employees -- Fiction; Stepmothers -- Fiction; Swedish fiction -- Translations into English; Families of clergy -- Fiction,Nobel Prizes in Literature,397889,67438
14263,Katrine: A Novel,"Lane, Elinor Macartney, 1864-1909",1864,1909,PS,Love stories; Women singers -- Fiction; North Carolina -- Fiction,"Bestsellers, American, 1895-1923",374243,63431
217,Sons and Lovers,"Lawrence, D. H. (David Herbert), 1885-1930",1885,1930,PR,Autobiographical fiction; England -- Fiction; Domestic fiction; Bildungsromans; Young men -- Fiction; Working class families -- Fiction,Best Books Ever Listings; Banned Books from Anne Haight's list; Banned Books List from the American Library Association,954721,161817
28948,The Rainbow,"Lawrence, D. H. (David Herbert), 1885-1930",1885,1930,PR,Domestic fiction; Family -- England -- Midlands -- Fiction; Midlands (England) -- Fiction,Banned Books from Anne Haight's list,1085889,184048
14851,Uncle Silas: A Tale of Bartram-Haugh,"Le Fanu, Joseph Sheridan, 1814-1873",1814,1873,PR,Orphans -- Fiction; Psychological fiction; Governesses -- Fiction; Uncles -- Fiction; Gothic fiction; Murderers -- Fiction,Best Books Ever Listings,945490,160252
601,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory), 1775-1818",1775,1818,PR,Horror tales; Gothic fiction; Monks -- Fiction; Madrid (Spain) -- Fiction,Best Books Ever Listings; Gothic Fiction,828870,140486
70875,Arrowsmith,"Lewis, Sinclair, 1885-1951",1885,1951,PS,Satire; Physicians -- Fiction; Medical fiction; Medical ethics -- Fiction; Medicine -- Practice -- Fiction; Medicine -- Research -- Fiction,Nobel Prizes in Literature,999386,169387
1156,Babbitt,"Lewis, Sinclair, 1885-1951",1885,1951,PS,Satire; Psychological fiction; Businessmen -- Fiction; Middle-aged men -- Fiction; Conformity -- Fiction,"Bestsellers, American, 1895-1923; Nobel Prizes in Literature",754489,127879
3263,The Portygee,"Lincoln, Joseph Crosby, 1870-1944",1870,1944,PS,Grandparent and child -- Fiction; Spanish Americans -- Fiction,"Bestsellers, American, 1895-1923",716373,121419
1329,A Voyage to Arcturus,"Lindsay, David, 1876-1945",1876,1945,PR,Science fiction; Psychological fiction; Quests (Expeditions) -- Fiction; Life on other planets -- Fiction,Science Fiction; Best Books Ever Listings,574415,97358
14669,Jaffery,"Locke, William John, 1863-1930",1863,1930,PR,Fiction,"Bestsellers, American, 1895-1923",600606,101797
14395,Septimus,"Locke, William John, 1863-1930",1863,1930,PR,Fiction,"Bestsellers, American, 1895-1923",515432,87361
1951,The Coming Race,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",1803,1873,PR,"Science fiction; Utopias -- Fiction; Utopian fiction; Civilization, Subterranean -- Fiction; Underground areas -- Fiction",Precursors of Science Fiction; Best Books Ever Listings,327200,55457
4790,Half a Rogue,"MacGrath, Harold, 1871-1932",1871,1932,PS,Fiction,"Bestsellers, American, 1895-1923",514961,87281
14598,The Goose Girl,"MacGrath, Harold, 1871-1932",1871,1932,PS,Princesses -- Fiction,"Bestsellers, American, 1895-1923",396749,67245
7179,Beside the Bonnie Brier Bush,"Maclaren, Ian, 1850-1907",1850,1907,PR,Scotland -- Social life and customs -- Fiction,"Bestsellers, American, 1895-1923",335451,56856
20399,Kate Carnegie and Those Ministers,"Maclaren, Ian, 1850-1907",1850,1907,PR,Domestic fiction; Scotland -- Social life and customs -- 19th century -- Fiction; Country life -- Scotland -- Fiction,"Bestsellers, American, 1895-1923",554288,93947
14671,Dorothy Vernon of Haddon Hall,"Major, Charles, 1856-1913",1856,1913,PS,"Historical fiction; Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction; Haddon Hall (England) -- Fiction","Bestsellers, American, 1895-1923",663368,112435
17498,"When Knighthood Was in Flower | or, the Love Story of Charles Brandon and Mary Tudor the King's Sister, and Happening in the Reign of His August Majesty King Henry the Eighth","Major, Charles, 1856-1913",1856,1913,PS,"Historical fiction; Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction; Love stories; Suffolk, Charles Brandon, Duke of, approximately 1484-1545 -- Fiction; Mary, Queen, consort of Louis XII, King of France, 1496-1533 -- Fiction","Bestsellers, American, 1895-1923",527973,89486
23784,The History of Sir Richard Calmady: A Romance,"Malet, Lucas, 1852-1931",1852,1931,PR,People with disabilities -- Fiction; Psychological fiction; Cousins -- Fiction; Triangles (Interpersonal relations) -- Fiction; Mothers and sons -- Fiction; Lesbians -- Fiction,"Bestsellers, American, 1895-1923",1586434,268887
36028,Royal Highness,"Mann, Thomas, 1875-1955",1875,1955,PT,Germany -- Fiction; German fiction -- Translations into English; Courts and courtiers -- Fiction,Nobel Prizes in Literature,707147,119855
14605,The Devil's Garden,"Maxwell, W. B. (William Babington), 1866-1938",1866,1938,PR,Fiction,"Bestsellers, American, 1895-1923",700966,118807
6801,Beverly of Graustark,"McCutcheon, George Barr, 1866-1928",1866,1928,PS,"Love stories; Impostors and imposture -- Fiction; Europe -- Fiction; Americans -- Foreign countries -- Fiction; Courts and courtiers -- Fiction; Graustark (Imaginary place) -- Fiction; Imaginary places -- Europe, Eastern -- Fiction","Bestsellers, American, 1895-1923",511392,86676
4709,Brewster's Millions,"McCutcheon, George Barr, 1866-1928",1866,1928,PS,Humorous stories; Inheritance and succession -- Fiction; Bildungsromans; Young men -- Fiction; Millionaires -- Fiction,Best Books Ever Listings,379719,64359
46046,Sonia: Between Two Worlds,"McKenna, Stephen, 1888-1967",1888,1967,PR,"Man-woman relationships -- Fiction; World War, 1914-1918 -- England -- Fiction; England -- Social life and customs -- 20th century -- Fiction","Bestsellers, American, 1895-1923",934018,158308
15,"Moby-Dick; or, The Whale","Melville, Herman, 1819-1891",1819,1891,PS,"Whaling -- Fiction; Sea stories; Psychological fiction; Ship captains -- Fiction; Adventure stories; Mentally ill -- Fiction; Ahab, Captain (Fictitious character) -- Fiction; Whales -- Fiction; Whaling ships -- Fiction",Adventure; Best Books Ever Listings,1296752,219788
6485,"Hugh Wynne, Free Quaker | Sometime Brevet Lieutenant-Colonel on the Staff of his Excellency General Washington","Mitchell, S. Weir (Silas Weir), 1829-1914",1829,1914,PS,"United States -- History -- Revolution, 1775-1783 -- Fiction; Quakers -- Fiction","Bestsellers, American, 1895-1923",844109,143069
43241,"The Adventures of François | Foundling, Thief, Juggler, and Fencing-Master during the French Revolution","Mitchell, S. Weir (Silas Weir), 1829-1914",1829,1914,PS,"France -- History -- Revolution, 1789-1799 -- Fiction","Bestsellers, American, 1895-1923",456491,77371
7508,A Mummer's Wife,"Moore, George, 1852-1933",1852,1933,PR,Adultery -- Fiction; Married people -- Fiction; Staffordshire (England) -- Fiction; Actors -- Fiction,Banned Books from Anne Haight's list,813360,137857
8157,Esther Waters,"Moore, George, 1852-1933",1852,1933,PR,England -- Fiction; Domestic fiction; Mothers and sons -- Fiction; Unmarried mothers -- Fiction; Women household employees -- Fiction,Banned Books from Anne Haight's list,777589,131794
72258,The Spanish farm,"Mottram, R. H. (Ralph Hale), 1883-1971",1883,1971,PR,"World War, 1914-1918 -- Fiction; War stories",Nobel Prizes in Literature,346899,58796
15138,A Hoosier Chronicle,"Nicholson, Meredith, 1866-1947",1866,1947,PS,Indiana -- Fiction,"Bestsellers, American, 1895-1923",917098,155440
12441,The House of a Thousand Candles,"Nicholson, Meredith, 1866-1947",1866,1947,PS,Inheritance and succession -- Fiction; Indiana -- Fiction; Mystery and detective stories,"Bestsellers, American, 1895-1923",491897,83372
4382,The pit,"Norris, Frank, 1870-1902",1870,1902,PS,Didactic fiction; Psychological fiction; Domestic fiction; Married people -- Fiction; Chicago (Ill.) -- Fiction; Wheat trade -- Fiction,"Bestsellers, American, 1895-1923",732842,124210
5006,Harriet and the Piper,"Norris, Kathleen Thompson, 1880-1966",1880,1966,PS,Married people -- Fiction; Man-woman relationships -- Fiction; New York (N.Y.) -- Social life and customs -- 20th century -- Fiction,"Bestsellers, American, 1895-1923",534872,90656
4915,The Heart of Rachael,"Norris, Kathleen Thompson, 1880-1966",1880,1966,PS,Married women -- Fiction; Divorce -- Fiction,"Bestsellers, American, 1895-1923",762812,129290
60,The Scarlet Pimpernel,"Orczy, Emmuska Orczy, Baroness, 1865-1947",1865,1947,PR,"Historical fiction; France -- History -- Revolution, 1789-1799 -- Fiction; Adventure stories; British -- France -- Fiction; Nobility -- Fiction; Blakeney, Percy, Sir (Fictitious character) -- Fiction",Adventure; Best Books Ever Listings; Movie Books,526182,89183
14068,Gordon Keith,"Page, Thomas Nelson, 1853-1922",1853,1922,PS,Young men -- Fiction; Southern States -- History -- 1865-1877 -- Fiction,"Bestsellers, American, 1895-1923",998177,169182
6236,The Battle of the Strong: A Romance of Two Kingdoms — Complete,"Parker, Gilbert, 1862-1932",1862,1932,PS,"Anglo-French War, 1793-1802 -- Fiction; Channel Islands -- Fiction","Bestsellers, American, 1895-1923",735586,124675
3746,The Judgment House,"Parker, Gilbert, 1862-1932",1862,1932,PS,"South African War, 1899-1902 -- Fiction; Married people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction","Bestsellers, American, 1895-1923",853197,144609
29468,The Story of Don Quixote,"Paulson, Arvid, 1888-1977",1888,1977,PQ; PZ,Spain -- Social life and customs -- 16th century -- Fiction; Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances,Best Books Ever Listings,559196,94778
450,Susan Lenox: Her Fall and Rise,"Phillips, David Graham, 1867-1911",1867,1911,PS,Prostitutes -- Fiction; Women -- United States -- Fiction; Actresses -- Fiction,Banned Books from Anne Haight's list,1755554,297551
14396,His Family,"Poole, Ernest, 1880-1950",1880,1950,PS,Family -- Fiction; New York (N.Y.) -- Social conditions -- Fiction,"Bestsellers, American, 1895-1923",559206,94780
29932,The Harbor,"Poole, Ernest, 1880-1950",1880,1950,PS,Fiction,"Bestsellers, American, 1895-1923",690516,117036
5962,"Oh, Money! Money! A Novel","Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",1868,1920,PS,Inheritance and succession -- Fiction; Love stories; New England -- Fiction; Impostors and imposture -- Fiction; Cousins -- Fiction,"Bestsellers, American, 1895-1923",501568,85011
35093,The Road to Understanding,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",1868,1920,PS,Married people -- Fiction; Marriage -- Fiction,"Bestsellers, American, 1895-1923",531020,90003
25760,The Comedienne,"Reymont, Władysław Stanisław, 1867-1925",1867,1925,PG,Poland -- Fiction; Actresses -- Fiction,Nobel Prizes in Literature,558500,94661
75846,"The peasants, [vol. 1]","Reymont, Władysław Stanisław, 1867-1925",1867,1925,PG,Polish fiction -- Translations into English; Peasants -- Poland -- Fiction,Nobel Prizes in Literature,519978,88131
1970,A Poor Wise Man,"Rinehart, Mary Roberts, 1876-1958",1876,1958,PS,Mystery fiction,"Bestsellers, American, 1895-1923",735420,124647
1693,Dangerous Days,"Rinehart, Mary Roberts, 1876-1958",1876,1958,PS,"World War, 1914-1918 -- Fiction; Businessmen -- Fiction; United States -- Social life and customs -- 20th century -- Fiction; Families -- Fiction","Bestsellers, American, 1895-1923",706156,119687
39689,Satan Sanderson,"Rives, Hallie Erminie, 1876-1956",1876,1956,PS,United States -- Social life and customs -- Fiction; Love stories; Clergy -- Fiction; Mistaken identity -- Fiction,"Bestsellers, American, 1895-1923",491489,83303
42427,The Kingdom of Slender Swords,"Rives, Hallie Erminie, 1876-1956",1876,1956,PS,"East and West -- Fiction; Japan -- History -- Meiji period, 1868-1912 -- Fiction","Bestsellers, American, 1895-1923",574279,97335
10868,Clerambault: The Story of an Independent Spirit During the War,"Rolland, Romain, 1866-1944",1866,1944,PQ,"World War, 1914-1918 -- Fiction",Nobel Prizes in Literature,489079,82894
70371,Colas Breugnon,"Rolland, Romain, 1866-1944",1866,1944,PQ,French fiction -- Translations into English,Nobel Prizes in Literature,402092,68151
14219,The Helmet of Navarre,"Runkle, Bertha, 1879-1958",1879,1958,PS,"Henry IV, King of France, 1553-1610 -- Fiction; Love stories; France -- History -- 16th century -- Fiction","Bestsellers, American, 1895-1923",628405,106509
1965,Captain Blood,"Sabatini, Rafael, 1875-1950",1875,1950,PR,Historical fiction; Sea stories; Physicians -- Fiction; Adventure stories; Pirates -- Fiction; Caribbean Area -- Fiction; British -- Caribbean Area -- Fiction,"Adventure; Best Books Ever Listings; Pirates, Buccaneers, Corsairs, etc.; Movie Books",683571,115859
1947,Scaramouche: A Romance of the French Revolution,"Sabatini, Rafael, 1875-1950",1875,1950,PR,"France -- History -- Revolution, 1789-1799 -- Fiction; War stories; Love stories; Adventure stories",Adventure; Best Books Ever Listings; Movie Books,755139,127989
2590,Guy Mannering,"Scott, Walter, 1771-1832",1771,1832,PR,Historical fiction; Inheritance and succession -- Fiction; Disinheritance -- Fiction; Scotland -- Fiction; Astrologers -- Fiction,Historical Fiction; Harvard Classics,1038156,175958
5355,"Guy Mannering, Or, the Astrologer — Complete","Scott, Walter, 1771-1832",1771,1832,PR,Historical fiction; Inheritance and succession -- Fiction; Disinheritance -- Fiction; Scotland -- Fiction; Astrologers -- Fiction,Historical Fiction; Harvard Classics,1047218,177494
30115,Tante,"Sedgwick, Anne Douglas, 1873-1935",1873,1935,PR,Fiction,"Bestsellers, American, 1895-1923",869286,147336
1654,An Unsocial Socialist,"Shaw, Bernard, 1856-1950",1856,1950,PR,Satire; Rich people -- Fiction; Disguise -- Fiction; Socialism -- Fiction,Nobel Prizes in Literature,545277,92419
5872,Cashel Byron's Profession,"Shaw, Bernard, 1856-1950",1856,1950,PR,Boxers (Sports) -- Fiction; Boxing stories,Nobel Prizes in Literature,505512,85680
44939,Children of the Soil,"Sienkiewicz, Henryk, 1846-1916",1846,1916,PG,Poland -- Fiction; Families -- Fiction,Nobel Prizes in Literature,1499823,254207
36583,Hania,"Sienkiewicz, Henryk, 1846-1916",1846,1916,PG,Polish fiction -- Translations into English,Nobel Prizes in Literature,887451,150415
13883,The Tree of Heaven,"Sinclair, May, 1863-1946",1863,1946,PR,"World War, 1914-1918 -- Great Britain -- Fiction; Women -- Suffrage -- Great Britain -- Fiction","Bestsellers, American, 1895-1923",597603,101288
140,The Jungle,"Sinclair, Upton, 1878-1968",1878,1968,PS,Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,"Contemporary Reviews; Bestsellers, American, 1895-1923; Banned Books from Anne Haight's list; Banned Books List from the American Library Association",854298,144796
42362,"Caleb West, Master Diver","Smith, Francis Hopkinson, 1838-1915",1838,1915,PS,Divers -- Fiction,"Bestsellers, American, 1895-1923",518975,87961
5229,Felix O'Day,"Smith, Francis Hopkinson, 1838-1915",1838,1915,PS,New York (N.Y.) -- Fiction; Runaway wives -- Fiction; Irish -- United States -- Fiction,"Bestsellers, American, 1895-1923",546450,92618
40140,On the Face of the Waters: A Tale of the Mutiny,"Steel, Flora Annie Webster, 1847-1929",1847,1929,PR,"Historical fiction; India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction; Delhi (India) -- History -- Siege, 1857 -- Fiction","Bestsellers, American, 1895-1923",1015559,172128
421,Kidnapped,"Stevenson, Robert Louis, 1850-1894",1850,1894,PR,Historical fiction; Scotland -- History -- 18th century -- Fiction; Adventure and adventurers -- Fiction; Kidnapping -- Fiction,Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books,459911,77951
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894",1850,1894,PR; PZ,Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,"Children's Literature; Historical Fiction; Best Books Ever Listings; Pirates, Buccaneers, Corsairs, etc.",399873,67775
12190,The Adventures of Captain Horn,"Stockton, Frank R., 1834-1902",1834,1902,PS,Ship captains -- Fiction; Conduct of life -- Fiction; Siblings -- Fiction; Adventure stories; Treasure troves -- Fiction; Outdoor life -- Fiction; Sailors -- Fiction; Shipwrecks -- Fiction; Voyages and travels -- Fiction; Peru -- Fiction; Brigands and robbers -- Fiction,"Bestsellers, American, 1895-1923",700692,118761
203,Uncle Tom's Cabin,"Stowe, Harriet Beecher, 1811-1896",1811,1896,PS,Slavery -- Fiction; Didactic fiction; Political fiction; Master and servant -- Fiction; African Americans -- Fiction; Southern States -- Fiction; Fugitive slaves -- Fiction; Plantation life -- Fiction; Uncle Tom (Fictitious character) -- Fiction; Enslaved persons -- Fiction,US Civil War; Slavery; Banned Books from Anne Haight's list,1079453,182958
3722,A Daughter of the Land,"Stratton-Porter, Gene, 1863-1924",1863,1924,PZ; PS,Indiana -- Fiction; Sex role -- Fiction; Farm life -- Indiana -- Fiction,"Bestsellers, American, 1895-1923",710528,120428
904,Her Father's Daughter,"Stratton-Porter, Gene, 1863-1924",1863,1924,PS,Sisters -- Fiction; Friendship -- Fiction; Adventure and adventurers -- Fiction; California -- Fiction; Racism -- Fiction; Interpersonal relations -- Fiction,"Bestsellers, American, 1895-1923",764770,129622
18259,Gentle Julia,"Tarkington, Booth, 1869-1946",1869,1946,PS,Fiction,"Bestsellers, American, 1895-1923",446197,75626
402,Penrod,"Tarkington, Booth, 1869-1946",1869,1946,PS,Humorous stories; Bildungsromans; Boys -- Fiction; Middle West -- Fiction,"Best Books Ever Listings; Bestsellers, American, 1895-1923",374519,63477
599,Vanity Fair,"Thackeray, William Makepeace, 1811-1863",1811,1863,PR,"Satire; England -- Fiction; Married women -- Fiction; Female friendship -- Fiction; Social classes -- Fiction; British -- Europe -- Fiction; Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction",Historical Fiction; Harvard Classics,1765821,299291
4097,Alice of Old Vincennes,"Thompson, Maurice, 1844-1901",1844,1901,PS,"Historical fiction; Orphans -- Fiction; War stories; Love stories; Indiana -- History -- Revolution, 1775-1783 -- Fiction; Vincennes (Ind.) -- Fiction","Bestsellers, American, 1895-1923",635063,107637
14054,Max,"Thurston, Katherine Cecil, 1875-1911",1875,1911,PR,Love stories; Princesses -- Fiction; Impersonation -- Fiction,"Bestsellers, American, 1895-1923",498248,84448
33490,The Gambler: A Novel,"Thurston, Katherine Cecil, 1875-1911",1875,1911,PR,Fiction,"Bestsellers, American, 1895-1923",760395,128880
1399,Anna Karenina,"Tolstoy, Leo, graf, 1828-1910",1828,1910,PG,Adultery -- Fiction; Didactic fiction; Love stories; Married women -- Fiction; Russia -- Fiction,Best Books Ever Listings; Harvard Classics; Movie Books,2067952,350500
2600,War and Peace,"Tolstoy, Leo, graf, 1828-1910",1828,1910,PG,"Historical fiction; War stories; Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction; Russia -- History -- Alexander I, 1801-1825 -- Fiction; Aristocracy (Social class) -- Russia -- Fiction",Napoleonic(Bookshelf); Opera; Historical Fiction; Best Books Ever Listings; Movie Books,3359610,569425
2432,Barchester Towers,"Trollope, Anthony, 1815-1882",1815,1882,PR,Barchester (England : Imaginary place) -- Fiction; Domestic fiction; Clergy -- Fiction; Barsetshire (England : Imaginary place) -- Fiction,Best Books Ever Listings,1123622,190444
5721,A House of Gentlefolk,"Turgenev, Ivan Sergeevich, 1818-1883",1818,1883,PG,Russia -- Social life and customs -- Fiction,Harvard Classics,382048,64753
67929,The Bridal Wreath,"Undset, Sigrid, 1882-1949",1882,1949,PT,Historical fiction; Norway -- Social life and customs -- Fiction; Women -- Norway -- Fiction,Nobel Prizes in Literature,640429,108547
9779,The Black Bag,"Vance, Louis Joseph, 1879-1933",1879,1933,PS,Adventure stories; Mystery fiction; Jewel thieves -- Fiction,"Bestsellers, American, 1895-1923",593080,100522
8741,The Brass Bowl,"Vance, Louis Joseph, 1879-1933",1879,1933,PS,Fiction,"Bestsellers, American, 1895-1923",386330,65479
3748,A Journey into the Interior of the Earth,"Verne, Jules, 1828-1905",1828,1905,PQ,"Science fiction; Adventure stories; Earth (Planet) -- Core -- Fiction; Voyages, Imaginary -- Fiction",Science Fiction; Best Books Ever Listings,448892,76083
103,Around the World in Eighty Days,"Verne, Jules, 1828-1905",1828,1905,PQ,Adventure stories; Voyages around the world -- Fiction,Adventure; Best Books Ever Listings; Movie Books,403712,68425
14646,Christopher and Columbus,"Von Arnim, Elizabeth, 1866-1941",1866,1941,PR,Young women -- Fiction; Sisters -- Fiction; Twins -- Fiction; Germans -- Foreign countries -- Fiction,"Bestsellers, American, 1895-1923",702443,119058
13782,Lady Rose's Daughter,"Ward, Humphry, Mrs., 1851-1920",1851,1920,PR,English fiction -- 19th century,"Bestsellers, American, 1895-1923",770735,130633
14126,The Marriage of William Ashe,"Ward, Humphry, Mrs., 1851-1920",1851,1920,PR,London (England) -- Fiction; Married people -- Fiction; Politicians -- Fiction,"Bestsellers, American, 1895-1923",858667,145536
13454,Aylwin,"Watts-Dunton, Theodore, 1832-1914",1832,1914,PR,Fiction,"Bestsellers, American, 1895-1923",992061,168145
18863,The Loom of Youth,"Waugh, Alec, 1898-1981",1898,1981,PR,Boarding schools -- England -- Fiction,Banned Books from Anne Haight's list,613893,104049
15384,The Real Adventure,"Webster, Henry Kitchell, 1875-1932",1875,1932,PS,Married people -- Fiction; Man-woman relationships -- Fiction,"Bestsellers, American, 1895-1923",1168518,198053
238,Dear Enemy,"Webster, Jean, 1876-1916",1876,1916,PZ; PS,Orphans -- Fiction,"Bestsellers, American, 1895-1923",396794,67253
14060,Mr. Britling Sees It Through,"Wells, H. G. (Herbert George), 1866-1946",1866,1946,PR,"World War, 1914-1918 -- Fiction; War stories","World War I; Bestsellers, American, 1895-1923",832983,141183
17617,David Harum | A Story of American Life,"Westcott, Edward Noyes, 1847-1898",1847,1898,PS,New York (State) -- Fiction; Bankers -- Fiction,"Bestsellers, American, 1895-1923",600160,101722
39137,Shrewsbury: A Romance,"Weyman, Stanley John, 1855-1928",1855,1928,PR,"Historical fiction; Great Britain -- History -- William and Mary, 1689-1702 -- Fiction","Bestsellers, American, 1895-1923",712894,120829
541,The Age of Innocence,"Wharton, Edith, 1862-1937",1862,1937,PS,New York (N.Y.) -- Fiction; Love stories; Domestic fiction; Married people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Separated people -- Fiction; Upper class -- Fiction,"Movie Books; Bestsellers, American, 1895-1923",609882,103369
284,The House of Mirth,"Wharton, Edith, 1862-1937",1862,1937,PS,New York (N.Y.) -- Fiction; Psychological fiction; Single women -- Fiction; Social classes -- Fiction,"Bestsellers, American, 1895-1923",777957,131857
14960,The silent places,"White, Stewart Edward, 1873-1946",1873,1946,PS,Indians of North America -- Fiction; Great Lakes Region (North America) -- Fiction; Outdoorsmen -- Fiction; Tracking and trailing -- Fiction; Frontier and pioneer life -- Great Lakes Region (North America) -- Fiction,"Bestsellers, American, 1895-1923",333608,56543
28877,Penelope's Progress | Being Such Extracts from the Commonplace Book of Penelope Hamilton As Relate to Her Experiences in Scotland,"Wiggin, Kate Douglas Smith, 1856-1923",1856,1923,PS,Americans -- Scotland -- Fiction; Scotland -- Social life and customs -- 19th century -- Fiction,"Bestsellers, American, 1895-1923",364593,61795
39984,Lord Loveland Discovers America,"Williamson, C. N. (Charles Norris), 1859-1920",1859,1920,PR,Young men -- Fiction; Mate selection -- Fiction; British -- United States -- Fiction; Aristocracy (Social class) -- England -- Fiction,"Bestsellers, American, 1895-1923",622674,105537
14740,The Princess Passes,"Williamson, C. N. (Charles Norris), 1859-1920",1859,1920,PR,Automobiles -- Fiction,"Bestsellers, American, 1895-1923",590953,100161
1386,Lady Baltimore,"Wister, Owen, 1860-1938",1860,1938,PS,Historical fiction; Charleston (S.C.) -- Fiction,"Bestsellers, American, 1895-1923",568759,96399
1298,The Virginian: A Horseman of the Plains,"Wister, Owen, 1860-1938",1860,1938,PS,Western stories; Cowboys -- Fiction; Cattle stealing -- Fiction; Vigilantes -- Fiction; Wyoming -- Fiction,"Western; Bestsellers, American, 1895-1923",768700,130288
2005,Piccadilly Jim,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",1881,1975,PR,"Humorous stories; Piccadilly (London, England) -- Fiction",Best Books Ever Listings; Humor,480952,81517
2042,Something New,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",1881,1975,PR,Humorous stories; Nobility -- Fiction; Blandings Castle (England : Imaginary place) -- Fiction; Shropshire (England) -- Fiction,Best Books Ever Listings; Humor,449003,76102
9410,Helen of the Old House,"Wright, Harold Bell, 1872-1944",1872,1944,PS,Fiction,"Bestsellers, American, 1895-1923",533242,90380
11715,The Eyes of the World,"Wright, Harold Bell, 1872-1944",1872,1944,PS,Legacies -- Fiction; Artists -- Fiction; California -- Fiction; Painters -- Fiction,"Bestsellers, American, 1895-1923",673871,114215
